"날짜","월","시도명","품목","aws_평균_기온","aws_최고_기온","aws_최저_기온","aws_합계_강수량","aws_평균_풍속","aws_최고_풍속","aws_최다_풍향","asos_평균_해면기압","asos_최고_해면기압","asos_최저_해면기압","asos_합계_일조시간","asos_일조율","asos_평균_상대습도","asos_최저_상대습도","가격","요일","계절","aws_일교차","aws_강수_유무","연도","계절_온도","일","년도","월_코사인","일_코사인","월_사인","일_사인","lag1_aws_평균_기온","lag2_aws_평균_기온","lag3_aws_평균_기온","lag4_aws_평균_기온","lag5_aws_평균_기온","lag6_aws_평균_기온","lag7_aws_평균_기온","lag14_aws_평균_기온","lag21_aws_평균_기온","lag28_aws_평균_기온","lag1_aws_합계_강수량","lag2_aws_합계_강수량","lag3_aws_합계_강수량","lag4_aws_합계_강수량","lag5_aws_합계_강수량","lag6_aws_합계_강수량","lag7_aws_합계_강수량","lag14_aws_합계_강수량","lag21_aws_합계_강수량","lag28_aws_합계_강수량","lag1_aws_평균_풍속","lag2_aws_평균_풍속","lag3_aws_평균_풍속","lag4_aws_평균_풍속","lag5_aws_평균_풍속","lag6_aws_평균_풍속","lag7_aws_평균_풍속","lag14_aws_평균_풍속","lag21_aws_평균_풍속","lag28_aws_평균_풍속","lag1_asos_평균_해면기압","lag2_asos_평균_해면기압","lag3_asos_평균_해면기압","lag4_asos_평균_해면기압","lag5_asos_평균_해면기압","lag6_asos_평균_해면기압","lag7_asos_평균_해면기압","lag14_asos_평균_해면기압","lag21_asos_평균_해면기압","lag28_asos_평균_해면기압","lag1_asos_합계_일조시간","lag2_asos_합계_일조시간","lag3_asos_합계_일조시간","lag4_asos_합계_일조시간","lag5_asos_합계_일조시간","lag6_asos_합계_일조시간","lag7_asos_합계_일조시간","lag14_asos_합계_일조시간","lag21_asos_합계_일조시간","lag28_asos_합계_일조시간","lag1_asos_평균_상대습도","lag2_asos_평균_상대습도","lag3_asos_평균_상대습도","lag4_asos_평균_상대습도","lag5_asos_평균_상대습도","lag6_asos_평균_상대습도","lag7_asos_평균_상대습도","lag14_asos_평균_상대습도","lag21_asos_평균_상대습도","lag28_asos_평균_상대습도","aws_평균_기온_7일평균","asos_평균_해면기압_7일평균","aws_합계_강수량_7일평균","aws_평균_풍속_7일평균","aws_평균_기온_14일평균","asos_평균_해면기압_14일평균","aws_합계_강수량_14일평균","aws_평균_풍속_14일평균"
2019-05-20,5,"충북","양배추",15.9818181818182,20.2363636363636,8.96363636363636,1.68181818181818,2.81818181818182,7.49090909090909,"남서",1005.56,1009.34,1002.6,6.02,42.32,60.96,32.4,2980,"월","여름",11.2727272727273,1,2019,17.541708652793,20,2019,-0.866025403784439,-0.612105982547663,0.5,-0.790775736937699,15.9818181818182,15.9818181818182,15.9818181818182,15.9818181818182,21.4090909090909,21.4090909090909,21.4090909090909,21.4090909090909,21.4090909090909,21.0363636363636,1.68181818181818,1.68181818181818,1.68181818181818,1.68181818181818,0,0,0,0,0,0,2.81818181818182,2.81818181818182,2.81818181818182,2.81818181818182,1.15454545454545,1.15454545454545,1.15454545454545,1.15454545454545,1.15454545454545,0.981818181818182,1005.56,1005.56,1005.56,1005.56,1012.38,1012.38,1012.38,1012.38,1012.38,1011.92,6.02,6.02,6.02,6.02,5.22,5.22,5.22,5.22,5.22,10.3,60.96,60.96,60.96,60.96,52.24,52.24,52.24,52.24,52.24,54.4,17.5324675324675,1007.50857142857,1.2012987012987,2.34285714285714,19.4707792207792,1009.94428571429,0.60064935064935,1.7487012987013
2019-05-21,5,"충북","양배추",15.6181818181818,24.2727272727273,5.51818181818182,0,2.42727272727273,7.2,"남",1006.44,1009.54,1003.42,12.54,87.8,50.38,19.4,2980,"화","여름",18.7545454545455,0,2019,17.541708652793,21,2019,-0.866025403784439,-0.440394151557634,0.5,-0.897804539570742,15.6181818181818,15.6181818181818,15.6181818181818,15.6181818181818,15.9818181818182,15.9818181818182,15.9818181818182,15.9818181818182,15.9818181818182,21.4090909090909,0,0,0,0,1.68181818181818,1.68181818181818,1.68181818181818,1.68181818181818,1.68181818181818,0,2.42727272727273,2.42727272727273,2.42727272727273,2.42727272727273,2.81818181818182,2.81818181818182,2.81818181818182,2.81818181818182,2.81818181818182,1.15454545454545,1006.44,1006.44,1006.44,1006.44,1005.56,1005.56,1005.56,1005.56,1005.56,1012.38,12.54,12.54,12.54,12.54,6.02,6.02,6.02,6.02,6.02,5.22,50.38,50.38,50.38,50.38,60.96,60.96,60.96,60.96,60.96,52.24,15.7220779220779,1006.18857142857,0.48051948051948,2.53896103896104,15.8519480519481,1005.87428571429,1.08116883116883,2.67857142857143
2019-05-22,5,"충북","양배추",17.5818181818182,27.6454545454545,6.92727272727273,0,1.89090909090909,5.85454545454545,"남",1006.28,1008,1003.64,12.66,88.52,46.18,14.2,2980,"수","여름",20.7181818181818,0,2019,17.541708652793,22,2019,-0.866025403784439,-0.250652532258721,0.5,-0.968077118866204,17.5818181818182,17.5818181818182,17.5818181818182,17.5818181818182,15.6181818181818,15.6181818181818,15.6181818181818,15.6181818181818,15.6181818181818,15.9818181818182,0,0,0,0,0,0,0,0,0,1.68181818181818,1.89090909090909,1.89090909090909,1.89090909090909,1.89090909090909,2.42727272727273,2.42727272727273,2.42727272727273,2.42727272727273,2.42727272727273,2.81818181818182,1006.28,1006.28,1006.28,1006.28,1006.44,1006.44,1006.44,1006.44,1006.44,1005.56,12.66,12.66,12.66,12.66,12.54,12.54,12.54,12.54,12.54,6.02,46.18,46.18,46.18,46.18,50.38,50.38,50.38,50.38,50.38,60.96,17.0207792207792,1006.32571428571,0,2.04415584415584,16.3194805194805,1006.38285714286,0,2.23571428571429
2019-05-23,5,"충북","양배추",18.9909090909091,29.2545454545455,8.54545454545454,0,1.40909090909091,4.89090909090909,"남",1008.8,1010.8,1006.72,12.8,89.38,50.62,19.4,2750,"목","여름",20.7090909090909,0,2019,17.541708652793,23,2019,-0.866025403784439,-0.0506491688387135,0.5,-0.998716507171053,18.9909090909091,18.9909090909091,18.9909090909091,18.9909090909091,17.5818181818182,17.5818181818182,17.5818181818182,17.5818181818182,17.5818181818182,15.6181818181818,0,0,0,0,0,0,0,0,0,0,1.40909090909091,1.40909090909091,1.40909090909091,1.40909090909091,1.89090909090909,1.89090909090909,1.89090909090909,1.89090909090909,1.89090909090909,2.42727272727273,1008.8,1008.8,1008.8,1008.8,1006.28,1006.28,1006.28,1006.28,1006.28,1006.44,12.8,12.8,12.8,12.8,12.66,12.66,12.66,12.66,12.66,12.54,50.62,50.62,50.62,50.62,46.18,46.18,46.18,46.18,46.18,50.38,18.5883116883117,1008.08,0,1.54675324675325,18.0850649350649,1007.18,0,1.71883116883117
2019-05-24,5,"충북","양배추",22.1,33.6818181818182,10.0818181818182,0,1.1,3.60909090909091,"남",1011.16,1013.12,1008.48,12.42,86.6,55.1,27,2750,"금","여름",23.6,0,2019,17.541708652793,24,2019,-0.866025403784439,0.151427777504577,0.5,-0.988468324328111,22.1,22.1,22.1,22.1,18.9909090909091,18.9909090909091,18.9909090909091,18.9909090909091,18.9909090909091,17.5818181818182,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,1.1,1.40909090909091,1.40909090909091,1.40909090909091,1.40909090909091,1.40909090909091,1.89090909090909,1011.16,1011.16,1011.16,1011.16,1008.8,1008.8,1008.8,1008.8,1008.8,1006.28,12.42,12.42,12.42,12.42,12.8,12.8,12.8,12.8,12.8,12.66,55.1,55.1,55.1,55.1,50.62,50.62,50.62,50.62,50.62,46.18,21.2116883116883,1010.48571428571,0,1.18831168831169,20.1012987012987,1009.64285714286,0,1.2987012987013
2019-05-27,5,"충북","양배추",17.8181818181818,21.3636363636364,14.8818181818182,12.9454545454545,2.19090909090909,6.06363636363636,"남",1005.58,1012.3,1001.46,0,0,82.22,43.6,2750,"월","여름",6.48181818181818,1,2019,17.541708652793,27,2019,-0.866025403784439,0.688966919075687,0.5,-0.72479278722912,17.8181818181818,17.8181818181818,17.8181818181818,17.8181818181818,22.1,22.1,22.1,22.1,22.1,18.9909090909091,12.9454545454545,12.9454545454545,12.9454545454545,12.9454545454545,0,0,0,0,0,0,2.19090909090909,2.19090909090909,2.19090909090909,2.19090909090909,1.1,1.1,1.1,1.1,1.1,1.40909090909091,1005.58,1005.58,1005.58,1005.58,1011.16,1011.16,1011.16,1011.16,1011.16,1008.8,0,0,0,0,12.42,12.42,12.42,12.42,12.42,12.8,82.22,82.22,82.22,82.22,55.1,55.1,55.1,55.1,55.1,50.62,19.0415584415584,1007.17428571429,9.24675324675321,1.87922077922078,20.5707792207792,1009.16714285714,4.62337662337661,1.48961038961039
2019-05-28,5,"충북","양배추",16.6363636363636,23.7454545454545,10.3545454545455,0,1.94545454545455,4.95454545454546,"남서",1011.04,1012.9,1007.92,9,62.34,52.42,23.6,2750,"화","여름",13.3909090909091,0,2019,17.541708652793,28,2019,-0.866025403784439,0.820763441207276,0.5,-0.571268215094792,16.6363636363636,16.6363636363636,16.6363636363636,16.6363636363636,17.8181818181818,17.8181818181818,17.8181818181818,17.8181818181818,17.8181818181818,22.1,0,0,0,0,12.9454545454545,12.9454545454545,12.9454545454545,12.9454545454545,12.9454545454545,0,1.94545454545455,1.94545454545455,1.94545454545455,1.94545454545455,2.19090909090909,2.19090909090909,2.19090909090909,2.19090909090909,2.19090909090909,1.1,1011.04,1011.04,1011.04,1011.04,1005.58,1005.58,1005.58,1005.58,1005.58,1011.16,9,9,9,9,0,0,0,0,0,12.42,52.42,52.42,52.42,52.42,82.22,82.22,82.22,82.22,82.22,55.1,16.9740259740259,1009.48,3.69870129870129,2.01558441558442,17.3961038961039,1007.53,8.32207792207789,2.10324675324675
2019-05-29,5,"충북","양배추",18,27.2818181818182,7.70909090909091,0,1.95454545454545,5.7,"남서",1010.18,1012.24,1006.94,13,90.06,47.2,20.6,2750,"수","여름",19.5727272727273,0,2019,17.541708652793,29,2019,-0.866025403784439,0.918957811620231,0.5,-0.394355855113319,18,18,18,18,16.6363636363636,16.6363636363636,16.6363636363636,16.6363636363636,16.6363636363636,17.8181818181818,0,0,0,0,0,0,0,0,0,12.9454545454545,1.95454545454545,1.95454545454545,1.95454545454545,1.95454545454545,1.94545454545455,1.94545454545455,1.94545454545455,1.94545454545455,1.94545454545455,2.19090909090909,1010.18,1010.18,1010.18,1010.18,1011.04,1011.04,1011.04,1011.04,1011.04,1005.58,13,13,13,13,9,9,9,9,9,0,47.2,47.2,47.2,47.2,52.42,52.42,52.42,52.42,52.42,82.22,17.6103896103896,1010.42571428571,0,1.95194805194805,17.1233766233766,1010.73285714286,0,1.9487012987013
2019-05-30,5,"충북","양배추",18.7272727272727,27.1,8.56363636363636,0.0636363636363636,1.75454545454545,4.99090909090909,"남서",1011.56,1013.64,1008.76,6.96,48.1,49.78,28.2,2750,"목","여름",18.5363636363636,1,2019,17.541708652793,30,2019,-0.866025403784439,0.979529941252494,0.5,-0.201298520088661,18.7272727272727,18.7272727272727,18.7272727272727,18.7272727272727,18,18,18,18,18,16.6363636363636,0.0636363636363636,0.0636363636363636,0.0636363636363636,0.0636363636363636,0,0,0,0,0,0,1.75454545454545,1.75454545454545,1.75454545454545,1.75454545454545,1.95454545454545,1.95454545454545,1.95454545454545,1.95454545454545,1.95454545454545,1.94545454545455,1011.56,1011.56,1011.56,1011.56,1010.18,1010.18,1010.18,1010.18,1010.18,1011.04,6.96,6.96,6.96,6.96,13,13,13,13,13,9,49.78,49.78,49.78,49.78,47.2,47.2,47.2,47.2,47.2,52.42,18.5194805194805,1011.16571428571,0.0454545454545454,1.81168831168831,18.2597402597403,1010.67285714286,0.0227272727272727,1.88311688311688
2019-05-31,5,"충북","양배추",18.4272727272727,24.7909090909091,13.1909090909091,0.181818181818182,2.03636363636364,4.89090909090909,"남서",1010.3,1013.16,1007.24,9.74,67.26,57.32,34.2,2750,"금","여름",11.6,1,2019,17.541708652793,31,2019,-0.866025403784439,1,0.5,-2.44929359829471e-16,18.4272727272727,18.4272727272727,18.4272727272727,18.4272727272727,18.7272727272727,18.7272727272727,18.7272727272727,18.7272727272727,18.7272727272727,18,0.181818181818182,0.181818181818182,0.181818181818182,0.181818181818182,0.0636363636363636,0.0636363636363636,0.0636363636363636,0.0636363636363636,0.0636363636363636,0,2.03636363636364,2.03636363636364,2.03636363636364,2.03636363636364,1.75454545454545,1.75454545454545,1.75454545454545,1.75454545454545,1.75454545454545,1.95454545454545,1010.3,1010.3,1010.3,1010.3,1011.56,1011.56,1011.56,1011.56,1011.56,1010.18,9.74,9.74,9.74,9.74,6.96,6.96,6.96,6.96,6.96,13,57.32,57.32,57.32,57.32,49.78,49.78,49.78,49.78,49.78,47.2,18.512987012987,1010.66,0.148051948051948,1.95584415584416,18.6201298701298,1011.11,0.105844155844156,1.8551948051948
2019-06-03,6,"충북","양배추",21.0181818181818,30.5090909090909,11.1909090909091,0,1,4.56363636363636,"남동",1008,1009.76,1005.08,12.3,84.58,52.24,26.6,2750,"월","여름",19.3181818181818,0,2019,21.4434651221355,3,2019,-1,0.820763441207276,1.22464679914735e-16,0.571268215094792,21.0181818181818,21.0181818181818,21.0181818181818,21.0181818181818,18.4272727272727,18.4272727272727,18.4272727272727,18.4272727272727,18.4272727272727,18.7272727272727,0,0,0,0,0.181818181818182,0.181818181818182,0.181818181818182,0.181818181818182,0.181818181818182,0.0636363636363636,1,1,1,1,2.03636363636364,2.03636363636364,2.03636363636364,2.03636363636364,2.03636363636364,1.75454545454545,1008,1008,1008,1008,1010.3,1010.3,1010.3,1010.3,1010.3,1011.56,12.3,12.3,12.3,12.3,9.74,9.74,9.74,9.74,9.74,6.96,52.24,52.24,52.24,52.24,57.32,57.32,57.32,57.32,57.32,49.78,20.2779220779221,1008.65714285714,0.051948051948052,1.2961038961039,19.3525974025974,1009.47857142857,0.116883116883117,1.66623376623377
2019-06-04,6,"충북","양배추",22.7545454545455,31.8,13.9181818181818,0,1.38181818181818,4.39090909090909,"남서",1008.74,1011.04,1005.78,11.76,80.88,53.76,23.8,2750,"화","여름",17.8818181818182,0,2019,21.4434651221355,4,2019,-1,0.688966919075687,1.22464679914735e-16,0.72479278722912,22.7545454545455,22.7545454545455,22.7545454545455,22.7545454545455,21.0181818181818,21.0181818181818,21.0181818181818,21.0181818181818,21.0181818181818,18.4272727272727,0,0,0,0,0,0,0,0,0,0.181818181818182,1.38181818181818,1.38181818181818,1.38181818181818,1.38181818181818,1,1,1,1,1,2.03636363636364,1008.74,1008.74,1008.74,1008.74,1008,1008,1008,1008,1008,1010.3,11.76,11.76,11.76,11.76,12.3,12.3,12.3,12.3,12.3,9.74,53.76,53.76,53.76,53.76,52.24,52.24,52.24,52.24,52.24,57.32,22.2584415584416,1008.52857142857,0,1.27272727272727,21.6383116883117,1008.26428571429,0,1.13636363636364
2019-06-05,6,"충북","양배추",23.0727272727273,32.3909090909091,14.1727272727273,0,1.26363636363636,4.25454545454545,"남",1011.16,1012.48,1009.76,11.82,81.08,60.7,28,2280,"수","여름",18.2181818181818,0,2019,21.4434651221355,5,2019,-1,0.528964010326962,1.22464679914735e-16,0.848644257494751,23.0727272727273,23.0727272727273,23.0727272727273,23.0727272727273,22.7545454545455,22.7545454545455,22.7545454545455,22.7545454545455,22.7545454545455,21.0181818181818,0,0,0,0,0,0,0,0,0,0,1.26363636363636,1.26363636363636,1.26363636363636,1.26363636363636,1.38181818181818,1.38181818181818,1.38181818181818,1.38181818181818,1.38181818181818,1,1011.16,1011.16,1011.16,1011.16,1008.74,1008.74,1008.74,1008.74,1008.74,1008,11.82,11.82,11.82,11.82,11.76,11.76,11.76,11.76,11.76,12.3,60.7,60.7,60.7,60.7,53.76,53.76,53.76,53.76,53.76,52.24,22.9818181818182,1010.46857142857,0,1.29740259740259,22.8681818181819,1009.60428571429,0,1.33961038961039
2019-06-07,6,"충북","양배추",18.3090909090909,21.2363636363636,16.3363636363636,28.7181818181818,1.65454545454545,4.11818181818182,"동",1002.68,1007.84,999.52,0.3,2.06,84.82,70,2280,"금","여름",4.9,1,2019,21.4434651221355,7,2019,-1,0.151427777504577,1.22464679914735e-16,0.988468324328111,18.3090909090909,18.3090909090909,18.3090909090909,18.3090909090909,23.0727272727273,23.0727272727273,23.0727272727273,23.0727272727273,23.0727272727273,22.7545454545455,28.7181818181818,28.7181818181818,28.7181818181818,28.7181818181818,0,0,0,0,0,0,1.65454545454545,1.65454545454545,1.65454545454545,1.65454545454545,1.26363636363636,1.26363636363636,1.26363636363636,1.26363636363636,1.26363636363636,1.38181818181818,1002.68,1002.68,1002.68,1002.68,1011.16,1011.16,1011.16,1011.16,1011.16,1008.74,0.3,0.3,0.3,0.3,11.82,11.82,11.82,11.82,11.82,11.76,84.82,84.82,84.82,84.82,60.7,60.7,60.7,60.7,60.7,53.76,19.6701298701299,1005.10285714286,20.512987012987,1.54285714285714,21.3714285714286,1008.13142857143,10.2564935064935,1.40324675324675
2019-06-10,6,"충북","양배추",18.0363636363636,22.6636363636364,14.3181818181818,3.16363636363636,1.59090909090909,4.1,"동",1007.3,1009.16,1005.56,3.08,21.02,68.96,47.2,2280,"월","여름",8.34545454545455,1,2019,21.4434651221355,10,2019,-1,-0.440394151557634,1.22464679914735e-16,0.897804539570742,18.0363636363636,18.0363636363636,18.0363636363636,18.0363636363636,18.3090909090909,18.3090909090909,18.3090909090909,18.3090909090909,18.3090909090909,23.0727272727273,3.16363636363636,3.16363636363636,3.16363636363636,3.16363636363636,28.7181818181818,28.7181818181818,28.7181818181818,28.7181818181818,28.7181818181818,0,1.59090909090909,1.59090909090909,1.59090909090909,1.59090909090909,1.65454545454545,1.65454545454545,1.65454545454545,1.65454545454545,1.65454545454545,1.26363636363636,1007.3,1007.3,1007.3,1007.3,1002.68,1002.68,1002.68,1002.68,1002.68,1011.16,3.08,3.08,3.08,3.08,0.3,0.3,0.3,0.3,0.3,11.82,68.96,68.96,68.96,68.96,84.82,84.82,84.82,84.82,84.82,60.7,18.1142857142857,1005.98,10.4649350649351,1.60909090909091,18.2116883116883,1004.33,19.5915584415584,1.63181818181818
2019-06-11,6,"충북","양배추",18.6818181818182,25.2454545454545,13.1363636363636,0,1.18181818181818,3.38181818181818,"남동",1008.66,1010.14,1006.58,9.5,64.92,61.72,37.6,2280,"화","여름",12.1090909090909,0,2019,21.4434651221355,11,2019,-1,-0.612105982547663,1.22464679914735e-16,0.790775736937699,18.6818181818182,18.6818181818182,18.6818181818182,18.6818181818182,18.6818181818182,18.6818181818182,18.0363636363636,18.0363636363636,18.0363636363636,18.3090909090909,0,0,0,0,0,0,3.16363636363636,3.16363636363636,3.16363636363636,28.7181818181818,1.18181818181818,1.18181818181818,1.18181818181818,1.18181818181818,1.18181818181818,1.18181818181818,1.59090909090909,1.59090909090909,1.59090909090909,1.65454545454545,1008.66,1008.66,1008.66,1008.66,1008.66,1008.66,1007.3,1007.3,1007.3,1002.68,9.5,9.5,9.5,9.5,9.5,9.5,3.08,3.08,3.08,0.3,61.72,61.72,61.72,61.72,61.72,61.72,68.96,68.96,68.96,84.82,18.6818181818182,1008.66,0,1.18181818181818,18.3590909090909,1007.98,1.58181818181818,1.38636363636363
2019-06-12,6,"충북","양배추",19.9727272727273,28.0090909090909,11.7272727272727,0,1.12727272727273,3.52727272727273,"남",1010.26,1011.78,1008.1,11.2,76.52,65.22,36.2,2480,"수","여름",16.2818181818182,0,2019,21.4434651221355,12,2019,-1,-0.758758122692791,1.22464679914735e-16,0.651372482722222,19.9727272727273,19.9727272727273,19.9727272727273,19.9727272727273,18.6818181818182,18.6818181818182,18.6818181818182,18.6818181818182,18.6818181818182,18.0363636363636,0,0,0,0,0,0,0,0,0,3.16363636363636,1.12727272727273,1.12727272727273,1.12727272727273,1.12727272727273,1.18181818181818,1.18181818181818,1.18181818181818,1.18181818181818,1.18181818181818,1.59090909090909,1010.26,1010.26,1010.26,1010.26,1008.66,1008.66,1008.66,1008.66,1008.66,1007.3,11.2,11.2,11.2,11.2,9.5,9.5,9.5,9.5,9.5,3.08,65.22,65.22,65.22,65.22,61.72,61.72,61.72,61.72,61.72,68.96,19.6038961038961,1009.80285714286,0,1.14285714285714,19.1428571428572,1009.23142857143,0,1.16233766233766
2019-06-13,6,"충북","양배추",21.9454545454545,30.3454545454545,13.6,0,1.01818181818182,3.36363636363636,"남동",1009.42,1012.28,1006.4,11.86,81.02,61.8,27.8,2480,"목","여름",16.7454545454545,0,2019,21.4434651221355,13,2019,-1,-0.874346616144582,1.22464679914735e-16,0.485301962531081,21.9454545454545,21.9454545454545,21.9454545454545,21.9454545454545,19.9727272727273,19.9727272727273,19.9727272727273,19.9727272727273,18.6818181818182,18.6818181818182,0,0,0,0,0,0,0,0,0,0,1.01818181818182,1.01818181818182,1.01818181818182,1.01818181818182,1.12727272727273,1.12727272727273,1.12727272727273,1.12727272727273,1.18181818181818,1.18181818181818,1009.42,1009.42,1009.42,1009.42,1010.26,1010.26,1010.26,1010.26,1008.66,1008.66,11.86,11.86,11.86,11.86,11.2,11.2,11.2,11.2,9.5,9.5,61.8,61.8,61.8,61.8,65.22,65.22,65.22,65.22,61.72,61.72,21.3818181818182,1009.66,0,1.04935064935065,20.6772727272727,1009.96,0,1.08831168831169
2019-06-14,6,"충북","양배추",20.2909090909091,25.7727272727273,16.1818181818182,0,0.854545454545454,3.19090909090909,"남",1005.3,1009.02,1002.88,0.7,4.76,71.38,50.6,2480,"금","여름",9.59090909090909,0,2019,21.4434651221355,14,2019,-1,-0.954139256400049,1.22464679914735e-16,0.299363122973358,20.2909090909091,20.2909090909091,20.2909090909091,20.2909090909091,21.9454545454545,21.9454545454545,21.9454545454545,21.9454545454545,19.9727272727273,19.9727272727273,0,0,0,0,0,0,0,0,0,0,0.854545454545454,0.854545454545454,0.854545454545454,0.854545454545454,1.01818181818182,1.01818181818182,1.01818181818182,1.01818181818182,1.12727272727273,1.12727272727273,1005.3,1005.3,1005.3,1005.3,1009.42,1009.42,1009.42,1009.42,1010.26,1010.26,0.7,0.7,0.7,0.7,11.86,11.86,11.86,11.86,11.2,11.2,71.38,71.38,71.38,71.38,61.8,61.8,61.8,61.8,65.22,65.22,20.7636363636364,1006.47714285714,0,0.901298701298701,21.3545454545454,1007.94857142857,0,0.959740259740261
2019-06-17,6,"충북","양배추",21.2909090909091,27.4090909090909,16.4727272727273,0,1.47272727272727,3.71818181818182,"남",1011.66,1012.94,1010.1,10.16,69.3,63.84,41,2480,"월","여름",10.9363636363636,0,2019,21.4434651221355,17,2019,-1,-0.954139256400049,1.22464679914735e-16,-0.299363122973358,21.2909090909091,21.2909090909091,21.2909090909091,21.2909090909091,20.2909090909091,20.2909090909091,20.2909090909091,20.2909090909091,21.9454545454545,21.9454545454545,0,0,0,0,0,0,0,0,0,0,1.47272727272727,1.47272727272727,1.47272727272727,1.47272727272727,0.854545454545454,0.854545454545454,0.854545454545454,0.854545454545454,1.01818181818182,1.01818181818182,1011.66,1011.66,1011.66,1011.66,1005.3,1005.3,1005.3,1005.3,1009.42,1009.42,10.16,10.16,10.16,10.16,0.7,0.7,0.7,0.7,11.86,11.86,63.84,63.84,63.84,63.84,71.38,71.38,71.38,71.38,61.8,61.8,21.0051948051948,1009.84285714286,0,1.29610389610389,20.648051948052,1007.57142857143,0,1.07532467532467
2019-06-18,6,"충북","양배추",20.0727272727273,25.0090909090909,15.5727272727273,3.15454545454545,1.09090909090909,3.75454545454545,"남",1010.74,1013,1008.7,2.6,17.72,74.48,51,2480,"화","여름",9.43636363636364,1,2019,21.4434651221355,18,2019,-1,-0.874346616144582,1.22464679914735e-16,-0.485301962531081,20.0727272727273,20.0727272727273,20.0727272727273,20.0727272727273,21.2909090909091,21.2909090909091,21.2909090909091,21.2909090909091,20.2909090909091,20.2909090909091,3.15454545454545,3.15454545454545,3.15454545454545,3.15454545454545,0,0,0,0,0,0,1.09090909090909,1.09090909090909,1.09090909090909,1.09090909090909,1.47272727272727,1.47272727272727,1.47272727272727,1.47272727272727,0.854545454545454,0.854545454545454,1010.74,1010.74,1010.74,1010.74,1011.66,1011.66,1011.66,1011.66,1005.3,1005.3,2.6,2.6,2.6,2.6,10.16,10.16,10.16,10.16,0.7,0.7,74.48,74.48,74.48,74.48,63.84,63.84,63.84,63.84,71.38,71.38,20.4207792207792,1011.00285714286,2.25324675324675,1.2,20.8558441558442,1011.33142857143,1.12662337662337,1.33636363636363
2019-06-19,6,"충북","양배추",21.0818181818182,25.9090909090909,18.0363636363636,0.227272727272727,0.918181818181818,2.88181818181818,"남",1007.44,1009.5,1005.52,2.58,17.62,76.64,53.8,2480,"수","여름",7.87272727272727,1,2019,21.4434651221355,19,2019,-1,-0.758758122692791,1.22464679914735e-16,-0.651372482722222,21.0818181818182,21.0818181818182,21.0818181818182,21.0818181818182,20.0727272727273,20.0727272727273,20.0727272727273,20.0727272727273,21.2909090909091,21.2909090909091,0.227272727272727,0.227272727272727,0.227272727272727,0.227272727272727,3.15454545454545,3.15454545454545,3.15454545454545,3.15454545454545,0,0,0.918181818181818,0.918181818181818,0.918181818181818,0.918181818181818,1.09090909090909,1.09090909090909,1.09090909090909,1.09090909090909,1.47272727272727,1.47272727272727,1007.44,1007.44,1007.44,1007.44,1010.74,1010.74,1010.74,1010.74,1011.66,1011.66,2.58,2.58,2.58,2.58,2.6,2.6,2.6,2.6,10.16,10.16,76.64,76.64,76.64,76.64,74.48,74.48,74.48,74.48,63.84,63.84,20.7935064935065,1008.38285714286,1.06363636363636,0.967532467532467,20.4331168831169,1009.56142857143,2.10909090909091,1.02922077922078
2019-06-20,6,"충북","양배추",22.4727272727273,29.0818181818182,16.7636363636364,0,1.13636363636364,3.37272727272727,"남서",1006.66,1008.32,1004.32,7.54,51.38,69.04,45.4,2480,"목","여름",12.3181818181818,0,2019,21.4434651221355,20,2019,-1,-0.612105982547663,1.22464679914735e-16,-0.790775736937699,22.4727272727273,22.4727272727273,22.4727272727273,22.4727272727273,21.0818181818182,21.0818181818182,21.0818181818182,21.0818181818182,20.0727272727273,20.0727272727273,0,0,0,0,0.227272727272727,0.227272727272727,0.227272727272727,0.227272727272727,3.15454545454545,3.15454545454545,1.13636363636364,1.13636363636364,1.13636363636364,1.13636363636364,0.918181818181818,0.918181818181818,0.918181818181818,0.918181818181818,1.09090909090909,1.09090909090909,1006.66,1006.66,1006.66,1006.66,1007.44,1007.44,1007.44,1007.44,1010.74,1010.74,7.54,7.54,7.54,7.54,2.58,2.58,2.58,2.58,2.6,2.6,69.04,69.04,69.04,69.04,76.64,76.64,76.64,76.64,74.48,74.48,22.0753246753247,1006.88285714286,0.0649350649350649,1.07402597402598,21.5785714285715,1007.16142857143,0.146103896103896,0.996103896103897
2019-06-21,6,"충북","양배추",22.6090909090909,28.8272727272727,17.5181818181818,0,1.53636363636364,4.14545454545455,"남동",1005.44,1007.24,1002.96,9.02,61.48,64.74,42,2480,"금","여름",11.3090909090909,0,2019,21.4434651221355,21,2019,-1,-0.440394151557634,1.22464679914735e-16,-0.897804539570742,22.6090909090909,22.6090909090909,22.6090909090909,22.6090909090909,22.4727272727273,22.4727272727273,22.4727272727273,22.4727272727273,21.0818181818182,21.0818181818182,0,0,0,0,0,0,0,0,0.227272727272727,0.227272727272727,1.53636363636364,1.53636363636364,1.53636363636364,1.53636363636364,1.13636363636364,1.13636363636364,1.13636363636364,1.13636363636364,0.918181818181818,0.918181818181818,1005.44,1005.44,1005.44,1005.44,1006.66,1006.66,1006.66,1006.66,1007.44,1007.44,9.02,9.02,9.02,9.02,7.54,7.54,7.54,7.54,2.58,2.58,64.74,64.74,64.74,64.74,69.04,69.04,69.04,69.04,76.64,76.64,22.5701298701299,1005.78857142857,0,1.42207792207793,22.5214285714286,1006.22428571429,0,1.27922077922078
